RECORDING_SESSION_LABEL	TRIAL_INDEX	AG_Audio_LIST	AG_Loc	AG_VIDEO	Drift_Check	Session_Name_	Trial_Index_	Trial_Recycled_	bg_code	bg_name	calibration	condition	dog_session	frame_rate	session	target	target_location	trial_within_block	video_file	video_latency	DATA_FILE	EYE_USED	GROUPING_VARIABLES	IA_AREA	IA_AVERAGE_FIX_PUPIL_SIZE	IA_BOTTOM	IA_DWELL_TIME	IA_DWELL_TIME_%	IA_DYNAMIC	IA_END_TIME	IA_FIRST_FIXATION_DURATION	IA_FIRST_FIXATION_INDEX	IA_FIRST_FIXATION_PREVIOUS_FIX_IA	IA_FIRST_FIXATION_PREVIOUS_IAREAS	IA_FIRST_FIXATION_RUN_INDEX	IA_FIRST_FIXATION_TIME	IA_FIRST_FIXATION_VISITED_IA_COUNT	IA_FIRST_FIXATION_X	IA_FIRST_FIXATION_Y	IA_FIRST_FIX_PROGRESSIVE	IA_FIRST_RUN_DWELL_TIME	IA_FIRST_RUN_END_TIME	IA_FIRST_RUN_FIXATION_%	IA_FIRST_RUN_FIXATION_COUNT	IA_FIRST_RUN_LANDING_POSITION	IA_FIRST_RUN_LAUNCH_SITE	IA_FIRST_RUN_START_TIME	IA_FIRST_SACCADE_AMPLITUDE	IA_FIRST_SACCADE_ANGLE	IA_FIRST_SACCADE_END_TIME	IA_FIRST_SACCADE_INDEX	IA_FIRST_SACCADE_START_TIME	IA_FIXATION_%	IA_FIXATION_COUNT	IA_FSA_COUNT_3	IA_FSA_COUNT_4	IA_FSA_DURATION_3	IA_FSA_DURATION_4	IA_GROUP	IA_ID	IA_INSTANCES_COUNT	IA_LABEL	IA_LAST_FIXATION_DURATION	IA_LAST_FIXATION_RUN	IA_LAST_FIXATION_TIME	IA_LAST_FIXATION_X	IA_LAST_FIXATION_Y	IA_LAST_RUN_DWELL_TIME	IA_LAST_RUN_END_TIME	IA_LAST_RUN_FIXATION_%	IA_LAST_RUN_FIXATION_COUNT	IA_LAST_RUN_LANDING_POSITION	IA_LAST_RUN_LAUNCH_SITE	IA_LAST_RUN_START_TIME	IA_LAST_SACCADE_AMPLITUDE	IA_LAST_SACCADE_ANGLE	IA_LAST_SACCADE_END_TIME	IA_LAST_SACCADE_INDEX	IA_LAST_SACCADE_START_TIME	IA_LEFT	IA_LEGAL	IA_LEGAL_IMMEDIATE	IA_MAX_FIX_PUPIL_SIZE	IA_MIN_FIX_PUPIL_SIZE	IA_POINTS	IA_REGRESSION_IN	IA_REGRESSION_IN_COUNT	IA_REGRESSION_OUT	IA_REGRESSION_OUT_COUNT	IA_REGRESSION_OUT_FULL	IA_REGRESSION_OUT_FULL_COUNT	IA_REGRESSION_PATH_DURATION	IA_RIGHT	IA_RUN_COUNT	IA_SECOND_FIXATION_DURATION	IA_SECOND_FIXATION_RUN	IA_SECOND_FIXATION_TIME	IA_SECOND_FIXATION_X	IA_SECOND_FIXATION_Y	IA_SECOND_RUN_DWELL_TIME	IA_SECOND_RUN_END_TIME	IA_SECOND_RUN_FIXATION_%	IA_SECOND_RUN_FIXATION_COUNT	IA_SECOND_RUN_LANDING_POSITION	IA_SECOND_RUN_LAUNCH_SITE	IA_SECOND_RUN_START_TIME	IA_SELECTIVE_REGRESSION_PATH_DURATION	IA_SKIP	IA_SPILLOVER	IA_START_TIME	IA_THIRD_FIXATION_DURATION	IA_THIRD_FIXATION_RUN	IA_THIRD_FIXATION_TIME	IA_THIRD_FIXATION_X	IA_THIRD_FIXATION_Y	IA_THIRD_RUN_DWELL_TIME	IA_THIRD_RUN_END_TIME	IA_THIRD_RUN_FIXATION_%	IA_THIRD_RUN_FIXATION_COUNT	IA_THIRD_RUN_LANDING_POSITION	IA_THIRD_RUN_LAUNCH_SITE	IA_THIRD_RUN_START_TIME	IA_TOP	IA_TYPE	INTEREST_AREA_FIXATION_SEQUENCE	IP_END_EVENT_MATCHED	IP_END_TIME	IP_INDEX	IP_LABEL	IP_START_EVENT_MATCHED	IP_START_TIME	REPORTING_METHOD	TRIAL_DWELL_TIME	TRIAL_FIXATION_COUNT	TRIAL_IA_COUNT	TRIAL_LABEL	TRIAL_START_TIME	TRIAL_TOTAL_VISITED_IA_COUNT
Asta_2	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Asta_2	1	False	(255, 255, 255, 255)	white	w_calibug64px.mp4	hand	13_2	12	2	frog	up	3	hu_reach_up_b_blue.mp4	15160	Asta_2.edf	RIGHT	bg_code	62500.00	.	300	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	3	.	upper_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[0]	true	819202	2	video_IP_end	true	815999	Fixations	2785.00	4	2	Trial: 1	803618	0
Asta_2	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Asta_2	1	False	(255, 255, 255, 255)	white	w_calibug64px.mp4	hand	13_2	12	2	frog	up	3	hu_reach_up_b_blue.mp4	15160	Asta_2.edf	RIGHT	bg_code	62500.00	.	705	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	4	.	lower_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[0]	true	819202	2	video_IP_end	true	815999	Fixations	2785.00	4	2	Trial: 1	803618	0
Asta_2	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Asta_2	2	False	(255, 255, 255, 255)	white	w_calibug64px.mp4	hand	13_2	12	2	frog	up	4	hu_reach_up_b_blue.mp4	15160	Asta_2.edf	RIGHT	bg_code	62500.00	.	300	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	3	.	upper_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[0]	true	839050	2	video_IP_end	true	835855	Fixations	2639.00	3	2	Trial: 2	822226	0
Asta_2	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Asta_2	2	False	(255, 255, 255, 255)	white	w_calibug64px.mp4	hand	13_2	12	2	frog	up	4	hu_reach_up_b_blue.mp4	15160	Asta_2.edf	RIGHT	bg_code	62500.00	.	705	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	4	.	lower_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[0]	true	839050	2	video_IP_end	true	835855	Fixations	2639.00	3	2	Trial: 2	822226	0
Asta_3	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Asta_3	1	False	(255, 255, 255, 255)	white	w_mouse32.mp4	claw	13_3	30.3	3	frog	up	1	cr_reach_up_b_blue.mp4	15160	Asta_3.edf	RIGHT	bg_code	62500.00	.	300	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	3	.	upper_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[4, 0]	true	10469344	2	video_IP_end	true	10466137	Fixations	3006.00	6	2	Trial: 1	10450535	1
Asta_3	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Asta_3	1	False	(255, 255, 255, 255)	white	w_mouse32.mp4	claw	13_3	30.3	3	frog	up	1	cr_reach_up_b_blue.mp4	15160	Asta_3.edf	RIGHT	bg_code	62500.00	2825.00	705	340	0.1131	false	.	340	1	.	.	1	15602	0	230.90	474.20	1	340	15941	0.1667	1	230.90	.	15602	.	.	.	.	.	0.1667	1	0	0	0	0	.	4	.	lower_IA_large	340	1	15602	230.90	474.20	340	15941	0.1667	1	230.90	.	15602	.	.	.	.	.	0	0	0	2825.00	2825.00	.	0	0	0	0	0	0	340	250	1	.	.	.	.	.	.	.	.	.	.	.	.	340	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[4, 0]	true	10469344	2	video_IP_end	true	10466137	Fixations	3006.00	6	2	Trial: 1	10450535	1
Asta_3	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Asta_3	2	False	(255, 255, 255, 255)	white	w_mouse32.mp4	claw	13_3	30.3	3	frog	up	2	cr_reach_up_b_blue.mp4	15160	Asta_3.edf	RIGHT	bg_code	62500.00	2716.00	300	2710	0.8941	false	.	2710	1	.	.	1	15114	0	247.00	205.30	1	2710	17823	0.5000	1	247.00	.	15114	.	.	.	.	.	0.5000	1	0	0	0	0	.	3	.	upper_IA_large	2710	1	15114	247.00	205.30	2710	17823	0.5000	1	247.00	.	15114	.	.	.	.	.	0	1	1	2716.00	2716.00	.	0	0	0	0	0	0	2710	250	1	.	.	.	.	.	.	.	.	.	.	.	.	2710	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[3, 0]	true	10490662	2	video_IP_end	true	10487482	Fixations	3031.00	2	2	Trial: 2	10472368	1
Asta_3	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Asta_3	2	False	(255, 255, 255, 255)	white	w_mouse32.mp4	claw	13_3	30.3	3	frog	up	2	cr_reach_up_b_blue.mp4	15160	Asta_3.edf	RIGHT	bg_code	62500.00	.	705	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	4	.	lower_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[3, 0]	true	10490662	2	video_IP_end	true	10487482	Fixations	3031.00	2	2	Trial: 2	10472368	1
Asta_4	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Asta_4	1	False	(255, 255, 255, 255)	white	w_fly64.mp4	claw	13_4	30.3	4	frog	up	3	cr_reach_up_b_blue.mp4	15160	Asta_4.edf	RIGHT	bg_code	62500.00	.	300	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	3	.	upper_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[0, 4, 0]	true	1214996	2	video_IP_end	true	1211792	Fixations	2071.00	6	2	Trial: 1	1199100	1
Asta_4	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Asta_4	1	False	(255, 255, 255, 255)	white	w_fly64.mp4	claw	13_4	30.3	4	frog	up	3	cr_reach_up_b_blue.mp4	15160	Asta_4.edf	RIGHT	bg_code	62500.00	2127.00	705	447	0.2158	false	.	447	2	.	.	2	13473	0	215.00	547.60	1	447	13919	0.1667	1	215.00	-106.60	13473	3.74	-51.16	13472	1	13425	0.1667	1	0	0	0	0	.	4	.	lower_IA_large	447	1	13473	215.00	547.60	447	13919	0.1667	1	215.00	-106.60	13473	3.74	-51.16	13472	1	13425	0	0	0	2127.00	2127.00	.	0	0	0	0	0	0	447	250	1	.	.	.	.	.	.	.	.	.	.	.	.	447	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[0, 4, 0]	true	1214996	2	video_IP_end	true	1211792	Fixations	2071.00	6	2	Trial: 1	1199100	1
Asta_4	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 416)	.	0	Asta_4	2	False	(255, 255, 255, 255)	white	w_fly64.mp4	claw	13_4	30.3	4	frog	up	4	cr_reach_up_b_blue.mp4	15160	Asta_4.edf	RIGHT	bg_code	62500.00	.	300	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	3	.	upper_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[0, 4, 0]	true	1245480	2	video_IP_end	true	1242270	Fixations	2980.00	5	2	Trial: 2	1220277	1
Asta_4	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 416)	.	0	Asta_4	2	False	(255, 255, 255, 255)	white	w_fly64.mp4	claw	13_4	30.3	4	frog	up	4	cr_reach_up_b_blue.mp4	15160	Asta_4.edf	RIGHT	bg_code	62500.00	1604.00	705	87	0.0292	false	.	87	2	.	.	2	23662	0	247.30	578.40	1	87	23748	0.2000	1	247.30	-277.70	23662	7.34	-92.52	23661	1	23588	0.2000	1	0	0	0	0	.	4	.	lower_IA_large	87	1	23662	247.30	578.40	87	23748	0.2000	1	247.30	-277.70	23662	7.34	-92.52	23661	1	23588	0	0	0	1604.00	1604.00	.	0	0	0	0	0	0	87	250	1	.	.	.	.	.	.	.	.	.	.	.	.	87	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[0, 4, 0]	true	1245480	2	video_IP_end	true	1242270	Fixations	2980.00	5	2	Trial: 2	1220277	1
Beny_1	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Beny_1	1	False	(255, 255, 255, 255)	white	w_fly32.mp4	hand	03_1	30.3	1	frog	up	1	hu_reach_up_b_blue.mp4	15160	Beny_1.edf	RIGHT	bg_code	62500.00	.	300	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	3	.	upper_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[0]	true	1453260	2	video_IP_end	true	1450056	Fixations	3204.00	1	2	Trial: 1	1431226	0
Beny_1	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Beny_1	1	False	(255, 255, 255, 255)	white	w_fly32.mp4	hand	03_1	30.3	1	frog	up	1	hu_reach_up_b_blue.mp4	15160	Beny_1.edf	RIGHT	bg_code	62500.00	.	705	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	4	.	lower_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[0]	true	1453260	2	video_IP_end	true	1450056	Fixations	3204.00	1	2	Trial: 1	1431226	0
Beny_1	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Beny_1	2	False	(255, 255, 255, 255)	white	w_fly32.mp4	hand	03_1	30.3	1	frog	up	2	hu_reach_up_b_blue.mp4	15160	Beny_1.edf	RIGHT	bg_code	62500.00	1651.00	300	836	0.2755	false	.	178	2	.	.	2	14443	0	190.60	138.20	1	836	15293	0.6667	2	190.60	-510.20	14443	10.71	157.61	14442	2	14308	0.6667	2	1	0	658	0	.	3	.	upper_IA_large	658	1	14635	146.60	128.10	836	15293	0.6667	2	190.60	-510.20	14443	0.82	169.21	14634	3	14621	0	1	1	1679.00	1623.00	.	0	0	0	0	0	0	836	250	1	658	1	14635	146.60	128.10	.	.	.	.	.	.	.	836	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[0, 3]	true	1472776	2	video_IP_end	true	1469568	Fixations	3035.00	3	2	Trial: 2	1457483	1
Beny_1	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Beny_1	2	False	(255, 255, 255, 255)	white	w_fly32.mp4	hand	03_1	30.3	1	frog	up	2	hu_reach_up_b_blue.mp4	15160	Beny_1.edf	RIGHT	bg_code	62500.00	.	705	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	4	.	lower_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[0, 3]	true	1472776	2	video_IP_end	true	1469568	Fixations	3035.00	3	2	Trial: 2	1457483	1
Beny_2	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Beny_2	1	False	(255, 255, 255, 255)	white	w_fly32.mp4	hand	03_2	30.3	2	frog	up	3	hu_reach_up_b_blue.mp4	15160	Beny_2.edf	RIGHT	bg_code	62500.00	.	300	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	3	.	upper_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[0]	true	16331015	2	video_IP_end	true	16327804	Fixations	3150.00	2	2	Trial: 1	16314629	0
Beny_2	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Beny_2	1	False	(255, 255, 255, 255)	white	w_fly32.mp4	hand	03_2	30.3	2	frog	up	3	hu_reach_up_b_blue.mp4	15160	Beny_2.edf	RIGHT	bg_code	62500.00	.	705	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	4	.	lower_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[0]	true	16331015	2	video_IP_end	true	16327804	Fixations	3150.00	2	2	Trial: 1	16314629	0
Beny_2	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Beny_2	2	False	(255, 255, 255, 255)	white	w_fly32.mp4	hand	03_2	30.3	2	frog	up	4	hu_reach_up_b_blue.mp4	15160	Beny_2.edf	RIGHT	bg_code	62500.00	2126.00	300	107	0.0354	false	.	107	3	.	.	2	36955	0	104.40	184.40	1	107	37062	0.3333	1	104.40	-279.80	36955	4.12	-165.03	36954	2	36912	0.3333	1	0	0	0	0	.	3	.	upper_IA_large	107	1	36955	104.40	184.40	107	37062	0.3333	1	104.40	-279.80	36955	4.12	-165.03	36954	2	36912	0	1	1	2126.00	2126.00	.	0	0	0	0	0	0	107	250	1	.	.	.	.	.	.	.	.	.	.	.	.	107	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[0, 3]	true	16373124	2	video_IP_end	true	16369917	Fixations	3025.00	3	2	Trial: 2	16336062	1
Beny_2	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Beny_2	2	False	(255, 255, 255, 255)	white	w_fly32.mp4	hand	03_2	30.3	2	frog	up	4	hu_reach_up_b_blue.mp4	15160	Beny_2.edf	RIGHT	bg_code	62500.00	.	705	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	4	.	lower_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[0, 3]	true	16373124	2	video_IP_end	true	16369917	Fixations	3025.00	3	2	Trial: 2	16336062	1
Beny_3	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Beny_3	1	False	(255, 255, 255, 255)	white	w_minion32.mp4	claw	03_3	30.3	3	frog	up	1	cr_reach_up_b_blue.mp4	15160	Beny_3.edf	RIGHT	bg_code	62500.00	.	300	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	3	.	upper_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[0]	true	737920	2	video_IP_end	true	734722	Fixations	3163.00	1	2	Trial: 1	720300	0
Beny_3	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Beny_3	1	False	(255, 255, 255, 255)	white	w_minion32.mp4	claw	03_3	30.3	3	frog	up	1	cr_reach_up_b_blue.mp4	15160	Beny_3.edf	RIGHT	bg_code	62500.00	.	705	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	4	.	lower_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[0]	true	737920	2	video_IP_end	true	734722	Fixations	3163.00	1	2	Trial: 1	720300	0
Beny_3	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 283)	.	0	Beny_3	2	False	(255, 255, 255, 255)	white	w_minion32.mp4	claw	03_3	30.3	3	frog	up	2	cr_reach_up_b_blue.mp4	15160	Beny_3.edf	RIGHT	bg_code	62500.00	2229.00	300	1330	0.4404	false	.	1330	3	.	.	2	38208	0	173.50	122.00	1	1330	39538	0.3333	1	173.50	-357.30	38208	4.19	179.61	38207	2	38174	0.3333	1	0	0	0	0	.	3	.	upper_IA_large	1330	1	38208	173.50	122.00	1330	39538	0.3333	1	173.50	-357.30	38208	4.19	179.61	38207	2	38174	0	1	1	2229.00	2229.00	.	0	0	0	0	0	0	1330	250	1	.	.	.	.	.	.	.	.	.	.	.	.	1330	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[0, 3]	true	782420	2	video_IP_end	true	779213	Fixations	3020.00	3	2	Trial: 2	742882	1
Beny_3	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 283)	.	0	Beny_3	2	False	(255, 255, 255, 255)	white	w_minion32.mp4	claw	03_3	30.3	3	frog	up	2	cr_reach_up_b_blue.mp4	15160	Beny_3.edf	RIGHT	bg_code	62500.00	.	705	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	4	.	lower_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[0, 3]	true	782420	2	video_IP_end	true	779213	Fixations	3020.00	3	2	Trial: 2	742882	1
Beny_4	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Beny_4	1	False	(255, 255, 255, 255)	white	w_fly32.mp4	claw	03_4	30.3	4	frog	up	3	cr_reach_up_b_blue.mp4	15160	Beny_4.edf	RIGHT	bg_code	62500.00	.	300	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	3	.	upper_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[0]	true	170381	2	video_IP_end	true	167176	Fixations	3178.00	2	2	Trial: 1	153603	0
